Document,Token,Frequency,Weight
391,inform,2,0.2
391,similar,1,0.27
391,differ,1,0.18
391,member,2,0.59
391,broad,1,0.33
391,area,1,0.22
391,prepar,1,0.26
391,contribut,1,0.28
391,reward,1,0.4
391,detail,1,0.24
391,matter,1,0.35
391,educ,1,0.25
391,salari,1,0.48
391,profession,1,0.26
391,experi,1,0.21
391,tenur,1,0.63
391,sabbat,1,0.63
391,particip,1,0.32
391,academ,1,0.25
391,govern,1,0.29
391,scholarli,1,0.42
391,activ,1,0.22
391,one,1,0.15
391,abl,1,0.34
391,judg,1,0.35
391,whether,1,0.31
391,receiv,1,0.3
391,unfair,1,0.63
391,unequ,1,0.51
391,treatment,1,0.37
392,farewel,1,0.95
392,alexandria,2,2.11
392,solut,1,0.48
392,space,1,0.58
392,growth,1,0.45
392,perform,1,0.36
392,problem,1,0.25
392,librari,3,0.56
392,public,1,0.32
392,thi,1,0.15
392,collect,1,0.31
392,essay,1,0.62
392,open,1,0.71
392,new,1,0.28
392,era,1,0.8
392,take,1,0.46
392,first,1,0.33
392,departur,1,0.75
392,2,1,0.38
392,300,1,0.74
392,year,1,0.3
392,durabl,1,1.05
392,model,2,0.79
392,conceiv,1,0.72
392,librarian,2,0.67
392,endlessli,1,1.05
392,replic,1,0.82
392,everi,1,0.51
392,succeed,1,0.74
392,gener,1,0.25
392,right,1,0.65
392,present,2,0.5
392,day,1,0.62
392,alexandrian,1,1.05
392,persist,1,0.77
392,unexamin,1,1.05
392,faith,2,1.71
392,good,1,0.51
392,must,1,0.41
392,vast,1,0.74
392,alway,1,0.6
392,grow,1,0.49
392,paper,1,0.27
392,examin,1,0.38
392,scientif,1,0.29
392,demonstr,1,0.54
392,rest,1,0.82
392,noth,1,0.9
392,solid,1,0.82
392,mistaken,1,1.05
392,intuit,1,0.82
392,consign,1,1.05
392,limbo,1,1.05
392,outworn,1,1.05
392,dogma,1,1.05
393,feasibl,1,0.54
393,studi,1,0.23
393,central,1,0.51
393,region,1,0.62
393,inter-librari,1,0.95
393,loan,1,0.66
393,center,1,0.42
393,two,2,0.59
393,major,1,0.35
393,problem,2,0.5
393,present,1,0.25
393,system,1,0.19
393,1,2,0.74
393,unequ,1,0.85
393,distribut,1,0.43
393,lend,2,1.33
393,largest,2,1.55
393,librari,3,0.56
393,handl,1,0.49
393,larg,1,0.32
393,proport,1,0.57
393,request,3,1.34
393,2,2,0.76
393,difficulti,1,0.54
393,fill,1,0.66
393,incomplet,1,0.85
393,incorrect,1,1.05
393,inadequ,1,0.64
393,check,2,1.33
393,solut,1,0.48
393,propos,1,0.41
393,compens,1,1.05
393,transact,1,0.72
393,better,1,0.49
393,bibliograph,1,0.35
393,befor,1,0.51
393,forward,1,0.66
394,biomed,2,1.13
394,literatur,2,0.59
394,volum,1,0.43
394,growth,1,0.45
394,characterist,2,0.81
394,thi,1,0.15
394,studi,2,0.47
394,aim,1,0.5
394,wa,1,0.24
394,gather,1,0.56
394,analyz,2,0.81
394,reliabl,1,0.62
394,data,2,0.51
394,quantifi,1,0.77
394,affect,1,0.5
394,commun,2,0.62
394,problem,1,0.25
394,within,1,0.38
394,research,3,0.7
394,previou,1,0.52
394,standard,1,0.42
394,bibliograph,1,0.35
394,compil,1,0.54
394,critic,1,0.46
394,review,1,0.38
394,particularli,1,0.51
394,could,1,0.42
394,use,1,0.17
394,determin,1,0.37
394,chang,1,0.38
394,time,1,0.3
394,addit,1,0.43
394,public,1,0.32
394,gener,1,0.25
394,dure,1,0.42
394,1961,1,0.66
394,1962,1,0.75
394,extramur,1,0.95
394,intramur,1,1.05
394,program,1,0.32
394,nation,1,0.36
394,institut,1,0.38
394,health,1,0.6
394,nih,1,0.85
394,sampl,1,0.48
394,current,1,0.35
394,document,1,0.28
394,output,1,0.5
394,u,1,0.5
395,formal,3,0.86
395,languag,5,1.12
395,thi,2,0.17
395,book,2,0.31
395,develop,1,0.14
395,theori,1,0.21
395,point,1,0.23
395,view,1,0.26
395,gener,1,0.15
395,devic,2,0.66
395,mainli,1,0.36
395,grammar,3,1.36
395,recognit,1,0.34
395,automaton,1,0.51
395,introduc,1,0.32
395,onli,2,0.36
395,secondari,1,0.36
395,tool,1,0.28
395,themselv,1,0.33
395,present,1,0.15
395,within,1,0.23
395,framework,1,0.34
395,rewrit,1,0.63
395,system,1,0.12
395,main,1,0.28
395,emphasi,1,0.3
395,mathemat,1,0.28
395,aspect,1,0.24
395,rather,1,0.26
395,applic,2,0.42
395,peopl,1,0.29
395,interest,1,0.22
395,program,1,0.19
395,resp,2,1.27
395,natur,1,0.22
395,would,1,0.22
395,certainli,1,0.39
395,prefer,1,0.34
395,comprehens,1,0.31
395,discus,2,0.33
395,topic,1,0.31
395,lr,1,0.57
395,k,1,0.49
395,transform,1,0.4
395,lie,1,0.43
395,outsid,1,0.38
395,scope,1,0.33
396,formal,2,0.32
396,languag,4,0.5
396,relat,1,0.1
396,automaton,9,2.56
396,thi,1,0.05
396,book,3,0.26
396,present,1,0.08
396,theori,3,0.35
396,coher,1,0.26
396,make,1,0.11
396,explicit,1,0.23
396,relationship,1,0.14
396,begin,1,0.18
396,explan,1,0.22
396,notion,1,0.19
396,finit,2,0.5
396,descript,2,0.26
396,fundament,1,0.17
396,devic,1,0.18
396,grammar,5,1.26
396,explain,1,0.18
396,well,1,0.12
396,three,1,0.13
396,major,1,0.12
396,subclass,1,0.32
396,regular,1,0.2
396,context-fre,2,0.7
396,context-sensit,1,0.35
396,treat,1,0.19
396,detail,2,0.26
396,topic,2,0.35
396,normal,1,0.22
396,form,1,0.11
396,deriv,1,0.15
396,tree,1,0.25
396,ambigu,1,0.26
396,cover,2,0.31
396,four,2,0.32
396,type,2,0.24
396,equival,1,0.21
396,describ,1,0.09
396,pushdown,2,0.7
396,linear,1,0.2
396,bound,1,0.24
396,ture,2,0.7
396,machin,2,0.29
396,unsolv,1,0.35
396,halt,1,0.35
396,problem,1,0.08
396,shown,1,0.15
396,conclud,1,0.18
396,certain,1,0.14
396,advanc,1,0.15
396,closur,1,0.35
396,properti,1,0.17
396,comput,1,0.1
396,complex,1,0.16
396,determinist,1,0.35
396,lr,1,0.32
396,k,1,0.27
396,stack,1,0.27
396,decid,1,0.2
397,inform,9,0.51
397,channel,6,1.26
397,commun,8,0.83
397,behavior,1,0.16
397,scienc,1,0.09
397,relev,1,0.12
397,structur,1,0.11
397,formal,7,1.11
397,bibliograph,1,0.12
397,need,1,0.09
397,serv,1,0.14
397,done,1,0.19
397,give,1,0.15
397,without,1,0.15
397,destroy,1,0.32
397,function,1,0.13
397,activ,1,0.12
397,research,1,0.08
397,certain,2,0.28
397,advantag,2,0.35
397,gener,2,0.17
397,access,1,0.14
397,perman,1,0.25
397,etc,1,0.18
397,manipul,1,0.21
397,take,1,0.15
397,characterist,1,0.14
397,cast,1,0.28
397,light,1,0.21
397,question,1,0.12
397,present,1,0.08
397,paper,2,0.18
397,examin,1,0.13
397,role,1,0.15
397,within,1,0.13
397,overal,1,0.19
397,system,1,0.06
397,scientif,2,0.2
397,dissemin,1,0.15
397,psycholog,1,0.18
397,consid,1,0.12
397,special,1,0.12
397,outlin,1,0.16
397,relat,1,0.1
397,final,1,0.16
397,section,1,0.2
397,two,1,0.1
397,experi,2,0.23
397,describ,1,0.09
397,one,1,0.08
397,built,2,0.52
397,innov,2,0.4
397,attempt,2,0.25
397,anoth,1,0.17
398,function,1,0.29
398,approach,1,0.27
398,present,4,0.75
398,book,3,0.58
398,sum,1,0.51
398,certain,1,0.32
398,stage,1,0.42
398,research,2,0.35
398,algebra,2,1.23
398,linguist,2,0.87
398,pursu,1,0.54
398,charl,1,0.72
398,univers,1,0.24
398,pragu,1,0.72
398,base,2,0.42
398,mainli,2,0.9
398,p.,1,0.62
398,sgall,1,0.79
398,1967,1,0.46
398,czech,1,0.79
398,repres,1,0.3
398,first,1,0.24
398,attempt,1,0.28
398,systemat,1,0.39
398,formul,2,0.77
398,concept,4,1.02
398,gener,2,0.37
398,descript,2,0.59
398,ha,3,0.49
398,gradual,1,0.53
398,elabor,1,0.49
398,group,1,0.27
398,claim,1,0.46
398,ani,1,0.28
398,particular,1,0.29
398,question,1,0.28
398,answer,1,0.38
398,definit,1,0.36
398,way,1,0.27
398,system,2,0.29
398,articul,1,0.6
398,semant,1,0.41
398,relat,1,0.22
398,see,1,0.44
398,section,1,0.44
398,1.3,1,0.79
398,4,1,0.39
398,may,1,0.24
398,perhap,1,0.42
398,interest,1,0.27
398,connect,1,0.38
398,develop,2,0.34
398,thi,1,0.11
398,origin,1,0.32
398,1963,1,0.5
398,1964,1,0.48
398,reaction,1,0.45
398,exist,1,0.3
398,form,1,0.25
398,transform,2,1.0
398,yet,1,0.4
398,possibl,1,0.24
398,take,1,0.34
398,recent,1,0.31
398,impuls,2,1.43
398,account,1,0.34
398,extent,1,0.43
398,would,1,0.28
398,adequ,1,0.38
398,scope,1,0.41
398,theoret,1,0.35
398,signific,1,0.3
398,onli,1,0.23
398,aspect,1,0.3
398,comment,1,0.46
398,relev,1,0.28
398,part,1,0.28
398,complet,1,0.32
398,character,1,0.43
398,could,1,0.31
398,regard,1,0.37
398,counterpart,1,0.62
398,new,2,0.43
398,version,1,0.51
398,grammar,1,0.57
398,simpli,1,0.5
398,tri,1,0.4
398,serv,1,0.33
398,start,1,0.46
398,point,1,0.29
398,altern,1,0.39
399,futur,1,0.12
399,develop,1,0.07
399,telecommun,2,0.49
399,commun,3,0.28
399,technolog,1,0.12
399,ha,4,0.26
399,enter,1,0.2
399,period,1,0.11
399,revolutionari,1,0.25
399,chang,1,0.11
399,last,1,0.14
399,decad,2,0.32
399,brought,1,0.18
399,new,1,0.09
399,invent,2,0.44
399,enorm,2,0.43
399,potenti,6,0.83
399,probabl,2,0.3
399,two,1,0.09
399,befor,1,0.15
399,fulli,1,0.17
399,grasp,1,0.27
399,shatter,1,0.32
399,effect,1,0.1
399,societi,1,0.15
399,includ,2,0.2
399,satellit,3,0.77
399,suddenli,1,0.29
399,thi,5,0.22
399,provid,2,0.17
399,telephon,10,1.96
399,televis,3,0.77
399,link,2,0.34
399,underdevelop,2,0.63
399,world,2,0.27
399,much,1,0.13
399,larger,1,0.2
399,built,2,0.46
399,impact,1,0.16
399,educ,1,0.12
399,unit,1,0.12
399,state,1,0.11
399,throughout,1,0.17
399,antenna,2,0.63
399,countri,1,0.15
399,stand,1,0.22
399,next,1,0.2
399,field,1,0.09
399,plough,1,0.32
399,ox,1,0.32
399,helic,1,0.32
399,waveguid,1,0.32
399,pipe,1,0.32
399,oper,2,0.19
399,carri,2,0.29
399,250,1,0.23
399,000,1,0.16
399,simultan,2,0.41
399,call,2,0.28
399,equival,2,0.37
399,inform,4,0.2
399,long,1,0.18
399,distanc,1,0.24
399,laser,1,0.32
399,mean,1,0.11
399,transmiss,1,0.21
399,still,1,0.17
399,research,1,0.07
399,laboratori,1,0.18
399,mani,2,0.19
399,million,1,0.19
399,large-scal,1,0.22
399,integr,1,0.15
399,lsi,1,0.32
399,form,2,0.2
399,ultraminiatur,1,0.32
399,comput,10,0.9
399,circuitri,3,0.95
399,mark,1,0.2
399,begin,1,0.16
399,mass,1,0.2
399,product,1,0.12
399,computerlik,1,0.32
399,logic,2,0.3
399,offer,1,0.14
399,extrem,3,0.66
399,reliabl,1,0.18
399,small,1,0.15
399,fast,1,0.23
399,large-enough,1,0.32
399,quantiti,3,0.57
399,becom,1,0.12
399,veri,1,0.14
399,low,1,0.21
399,cost,1,0.11
399,on-lin,1,0.14
399,real-tim,1,0.26
399,capabl,1,0.16
399,respond,1,0.19
399,distant,1,0.24
399,termin,2,0.36
399,line,1,0.15
399,speed,1,0.2
399,gear,1,0.32
399,human,1,0.14
399,think,1,0.17
399,bring,1,0.17
399,power,1,0.17
399,innumer,1,0.27
399,everi,3,0.46
399,offic,1,0.17
399,eventu,1,0.2
399,home,2,0.49
399,picturephon,2,0.63
399,public,1,0.09
399,dial-up,1,0.32
399,system,1,0.06
399,subscrib,1,0.21
399,see,1,0.18
399,well,1,0.11
399,hear,1,0.26
399,larg,1,0.1
399,tv,3,0.95
399,screen,2,0.4
399,occupi,1,0.25
399,whole,1,0.15
399,wall,1,0.29
399,necessari,1,0.13
399,cabl,3,0.86
399,signal-carri,1,0.32
399,capac,1,0.2
399,one,1,0.07
399,thousand,1,0.2
399,time,1,0.09
399,could,1,0.12
399,use,1,0.05
399,signal,4,0.91
399,voic,1,0.25
399,answerback,1,0.32
399,assembl,1,0.22
399,human-voic,1,0.32
399,word,1,0.12
399,speak,1,0.21
399,fact,1,0.13
399,coupl,1,0.2
399,touchton,1,0.32
399,set,1,0.11
399,make,1,0.1
399,millimeter-wav,2,0.63
399,radio,3,0.74
399,frequenc,1,0.16
399,band,3,0.86
399,abov,1,0.19
399,microwav,1,0.29
399,relay,1,0.29
399,greater,1,0.16
399,combin,1,0.14
399,chain,1,0.22
399,close,1,0.16
399,space,1,0.17
399,distribut,1,0.13
399,pul,1,0.32
399,code,1,0.14
399,modul,1,0.27
399,music,1,0.27
399,facsimil,1,0.27
399,convert,1,0.19
399,digit,2,0.43
399,bit,1,0.21
399,stream,1,0.24
399,transmit,1,0.21
399,along,1,0.17
399,data,2,0.15
399,major,1,0.1
399,advantag,1,0.16
399,accru,1,0.29
399,computer,2,0.3
399,switch,2,0.49
399,exchang,1,0.2
399,come,1,0.16
399,computer-lik,1,0.32
399,employ,1,0.15
399,concentr,1,0.18
399,type,1,0.11
399,bank,1,0.25
399,electron,1,0.17
399,storag,1,0.13
399,huge,1,0.26
399,manipul,1,0.19
399,index,1,0.08
399,access,1,0.13
399,fraction,1,0.26
399,second,1,0.14
400,futur,4,1.21
400,shock,1,0.72
400,thi,1,0.11
400,book,2,0.39
400,happen,1,0.55
400,peopl,2,0.73
400,overwhelm,1,0.58
400,chang,1,0.29
400,way,1,0.27
400,adapt,2,0.91
400,fail,1,0.5
400,much,1,0.32
400,ha,1,0.16
400,written,1,0.37
400,yet,1,0.4
400,part,1,0.28
400,world,1,0.34
400,come,1,0.4
400,sound,1,0.53
400,harsh,1,0.79
400,metal,1,0.72
400,note,1,0.4
400,page,1,0.46
400,contrast,1,0.48
400,concern,2,0.5
400,themselv,2,0.83
400,soft,1,0.64
400,human,1,0.34
400,side,1,0.51
400,tomorrow,2,1.43
400,moreov,1,0.53
400,step,1,0.4
400,like,1,0.33
400,reach,1,0.46
400,deal,1,0.32
400,common,1,0.38
400,everyday,1,0.62
400,matter,1,0.43
400,product,1,0.29
400,buy,1,0.58
400,discard,1,0.64
400,place,1,0.37
400,leav,1,0.53
400,behind,1,0.55
400,corpor,1,0.46
400,inhabit,1,0.79
400,pas,1,0.54
400,ever,1,0.5
400,faster,1,0.64
400,clip,1,0.79
400,live,1,0.48
400,friendship,1,0.79
400,famili,1,0.62
400,life,2,0.85
400,probe,1,0.64
400,strang,1,0.67
400,new,1,0.21
400,subcultur,1,0.79
400,style,1,0.53
400,investig,1,0.28
400,along,1,0.43
400,array,1,0.6
400,subject,1,0.22
400,polit,1,0.5
400,playground,1,0.79
400,skydiv,1,0.79
400,sex,1,0.64
401,govern,3,1.46
401,american,1,0.45
401,public,3,0.95
401,librari,3,0.56
401,major,1,0.35
401,purpos,1,0.35
401,thi,1,0.15
401,studi,1,0.23
401,describ,1,0.27
401,analyz,1,0.41
401,evalu,1,0.32
401,posit,1,0.5
401,structur,1,0.32
401,unit,2,0.82
401,state,1,0.36
401,use,1,0.17
401,word,1,0.4
401,titl,1,0.36
401,therefor,1,0.45
401,deliber,1,0.77
401,concern,1,0.34
401,legal,1,0.74
401,form,1,0.33
401,type,1,0.36
401,government,1,0.74
401,organ,1,0.33
401,relat,1,0.3
401,citi,1,0.68
401,polit,1,0.66
401,attach,1,0.82
401,serv,1,0.43
402,govern,4,1.46
402,public,3,0.71
402,guid,2,0.76
402,bibliograph,2,0.52
402,tool,1,0.35
402,expans,1,0.48
402,level,1,0.34
402,intern,1,0.31
402,nation,1,0.27
402,provinci,1,0.79
402,state,1,0.27
402,local,1,0.4
402,ha,2,0.33
402,result,1,0.19
402,increas,1,0.3
402,influenc,1,0.37
402,life,1,0.42
402,citizen,1,0.58
402,concomit,1,0.72
402,thi,2,0.22
402,develop,1,0.17
402,prolifer,1,0.67
402,publish,2,0.56
402,direct,2,0.68
402,regul,1,0.72
402,report,1,0.24
402,technic,1,0.27
402,studi,1,0.18
402,inform,1,0.13
402,issuanc,1,0.79
402,volum,1,0.32
402,one,1,0.19
402,engag,1,0.47
402,busi,1,0.43
402,profess,1,0.41
402,financi,1,0.58
402,tycoon,1,0.79
402,educ,1,0.31
402,research,2,0.35
402,farmer,1,0.72
402,housewif,1,0.79
402,welfar,1,0.62
402,recipi,1,0.64
402,unemploy,1,0.67
402,person,1,0.34
402,function,1,0.29
402,without,1,0.34
402,refer,1,0.25
402,yet,1,0.4
402,area,1,0.27
402,record,1,0.3
402,human,1,0.34
402,knowledg,1,0.3
402,control,1,0.31
402,aid,1,0.38
402,littl,1,0.37
402,system,1,0.15
402,present,1,0.19
402,work,1,0.21
402,design,1,0.23
402,provid,1,0.21
402,prospect,1,0.48
402,user,1,0.22
402,well,1,0.27
402,train,1,0.4
402,librarian,1,0.25
402,maze,1,0.79
402,descend,1,0.72
402,child,2,1.23
402,essay,1,0.46
402,extent,1,0.43
402,mass,1,0.49
402,materi,1,0.28
402,grown,1,0.58
402,underscor,1,0.72
402,contrast,1,0.48
402,physic,1,0.33
402,size,1,0.38
402,two,1,0.22
402,wa,1,0.18
402,78,1,0.72
402,page,2,0.91
402,pamphlet,1,0.67
402,contain,1,0.35
402,approxim,1,0.38
402,400,2,1.19
402,entri,1,0.36
402,wherea,1,0.53
402,book,1,0.19
402,cite,1,0.38
402,3,1,0.32
402,000,1,0.4
402,titl,1,0.27
403,guid,4,1.52
403,librari,2,0.28
403,congress,2,0.83
403,classif,3,0.88
403,thi,2,0.22
403,introduct,1,0.41
403,doe,1,0.35
403,includ,1,0.25
403,instruct,1,0.45
403,everi,1,0.38
403,subclass,1,0.72
403,tabl,2,0.82
403,attempt,1,0.28
403,provid,2,0.42
403,reader,4,1.22
403,understand,1,0.35
403,characterist,1,0.3
403,arrang,1,0.39
403,within,1,0.29
403,class,3,1.11
403,format,1,0.37
403,schedul,3,1.52
403,special,1,0.27
403,problem,1,0.19
403,use,1,0.13
403,notat,1,0.43
403,trace,1,0.51
403,analysi,1,0.22
403,exampl,1,0.3
403,page,1,0.46
403,l.c.,1,0.79
403,import,1,0.26
403,remind,1,0.62
403,thorough,1,0.55
403,studi,1,0.18
403,addit,1,0.32
403,recommend,1,0.39
403,read,1,0.38
403,essenti,1,0.38
403,author,1,0.26
403,realiz,1,0.51
403,mani,1,0.23
403,imperfect,1,0.79
403,may,1,0.24
403,present,1,0.19
403,appreci,1,0.54
403,suggest,1,0.26
403,chang,1,0.29
404,guid,1,0.25
404,refer,6,1.0
404,book,4,0.52
404,fundament,1,0.25
404,principl,1,0.22
404,work,1,0.14
404,remain,1,0.27
404,le,1,0.23
404,constant,1,0.33
404,year,1,0.15
404,rapid,1,0.26
404,expans,1,0.32
404,public,1,0.16
404,field,1,0.16
404,make,1,0.17
404,essenti,1,0.25
404,care,1,0.29
404,select,2,0.32
404,fit,1,0.34
404,need,2,0.28
404,librari,5,0.47
404,purpos,1,0.18
404,thi,2,0.15
404,volum,2,0.43
404,list,1,0.2
404,basic,1,0.18
404,research,2,0.23
404,gener,1,0.12
404,special,1,0.18
404,thu,1,0.23
404,serv,1,0.22
404,1,1,0.18
404,manual,2,0.51
404,assist,1,0.28
404,worker,1,0.31
404,user,2,0.29
404,resourc,1,0.23
404,2,1,0.19
404,aid,1,0.25
404,librarian,1,0.17
404,3,1,0.21
404,textbook,2,0.65
404,student,2,0.45
404,either,1,0.23
404,school,2,0.45
404,train,1,0.27
404,class,1,0.25
404,colleg,1,0.24
404,cours,1,0.23
404,bibliographi,1,0.24
404,pursu,1,0.36
404,systemat,1,0.26
404,studi,1,0.12
404,type,1,0.18
404,influenc,1,0.24
404,organ,1,0.16
404,make-up,1,0.53
404,requir,1,0.17
404,first,1,0.16
404,two,1,0.15
404,group,1,0.18
404,made,1,0.15
404,comprehens,1,0.26
404,might,1,0.24
404,intend,1,0.23
404,onli,1,0.15
404,introduct,1,0.27
404,section,1,0.29
404,mani,1,0.15
404,annot,1,0.39
404,provid,1,0.14
404,particularli,1,0.25
405,guidelin,1,0.32
405,librari,7,0.56
405,autom,5,1.04
405,handbook,2,0.62
405,feder,6,1.6
405,thi,2,0.12
405,book,1,0.11
405,one,1,0.11
405,product,1,0.17
405,contract,1,0.32
405,initi,1,0.22
405,task,1,0.21
405,forc,1,0.23
405,committe,1,0.24
405,sponsor,1,0.28
405,monitor,1,0.32
405,u.s.,1,0.29
405,offic,1,0.24
405,educ,1,0.18
405,carri,1,0.21
405,system,4,0.33
405,develop,1,0.1
405,corpor,1,0.26
405,project,1,0.17
405,includ,1,0.14
405,questionnair,2,0.47
405,survey,2,0.32
405,2104,1,0.45
405,decemb,1,0.41
405,1970,1,0.25
405,gather,1,0.24
405,plan,3,0.51
405,data,1,0.11
405,identifi,1,0.18
405,oper,1,0.13
405,respond,1,0.27
405,latter,1,0.24
405,group,1,0.15
405,sent,1,0.29
405,request,1,0.19
405,specif,1,0.16
405,detail,1,0.17
405,exist,1,0.17
405,sourc,1,0.17
405,amplifi,1,0.41
405,visit,1,0.32
405,extens,1,0.23
405,review,1,0.16
405,literatur,1,0.13
405,inform,1,0.07
405,wa,1,0.1
405,distil,1,0.41
405,use,1,0.07
406,handbook,1,0.27
406,compar,8,1.1
406,librarianship,6,1.12
406,first,2,0.24
406,part,2,0.28
406,written,1,0.19
406,deal,1,0.16
406,method,2,0.2
406,intend,2,0.35
406,teacher,2,0.52
406,student,2,0.33
406,approach,1,0.13
406,number,2,0.23
406,way,1,0.13
406,three,2,0.29
406,chapter,3,0.55
406,outlin,1,0.18
406,theoret,1,0.18
406,basi,1,0.15
406,methodolog,1,0.18
406,wider,1,0.24
406,background,1,0.2
406,scienc,1,0.1
406,scientif,1,0.11
406,follow,1,0.15
406,pure,1,0.27
406,practic,1,0.13
406,explain,1,0.2
406,variou,2,0.27
406,step,1,0.2
406,write,1,0.21
406,studi,1,0.09
406,last,1,0.18
406,second,1,0.18
406,compil,1,0.2
406,mr,2,0.57
406,macke,2,0.79
406,bibliograph,1,0.13
406,guid,1,0.19
406,main,1,0.18
406,sourc,1,0.15
406,throughout,1,0.22
406,world,2,0.34
406,draw,1,0.23
406,bibliographi,1,0.18
406,collect,2,0.24
406,cours,1,0.17
406,project,1,0.15
406,work,1,0.1
406,repli,1,0.29
406,questionnair,1,0.2
406,sent,1,0.26
406,librari,1,0.07
406,associ,1,0.15
406,refer,1,0.13
406,gather,1,0.21
406,year,1,0.11
407,handbook,2,0.43
407,data,4,0.31
407,process,5,0.45
407,librari,10,0.56
407,purpos,1,0.11
407,thi,4,0.17
407,book,5,0.39
407,therefor,2,0.27
407,assist,1,0.17
407,librarian,2,0.2
407,resolv,1,0.23
407,problem,3,0.23
407,face,1,0.16
407,util,1,0.13
407,new,1,0.09
407,technolog,3,0.35
407,intent,1,0.2
407,provid,1,0.08
407,concret,1,0.26
407,factual,1,0.24
407,guid,2,0.3
407,principl,1,0.13
407,method,1,0.08
407,avail,1,0.11
407,applic,1,0.1
407,modern,1,0.16
407,oper,4,0.37
407,consid,1,0.11
407,tool,3,0.42
407,decis,1,0.14
407,concern,1,0.1
407,introduct,1,0.16
407,techniqu,1,0.1
407,hi,1,0.12
407,student,1,0.13
407,textbook,1,0.19
407,educ,3,0.37
407,onli,1,0.09
407,methodolog,1,0.15
407,also,1,0.09
407,interrelationship,1,0.23
407,system,2,0.12
407,design,1,0.09
407,summari,1,0.18
407,state-of-the-art,1,0.23
407,serv,1,0.13
407,bridg,1,0.24
407,object,1,0.12
407,throughout,1,0.17
407,lay,1,0.27
407,special,2,0.22
407,stress,1,0.19
407,particularli,1,0.15
407,signific,1,0.12
407,valu,1,0.12
407,polici,1,0.15
407,determin,1,0.11
407,choic,1,0.17
407,give,1,0.14
407,emphasi,1,0.15
407,comput,1,0.09
407,alway,1,0.18
407,context,1,0.15
407,appli,2,0.24
407,solut,1,0.14
407,addit,1,0.13
407,resourc,1,0.14
407,inform,1,0.05
407,servic,1,0.08
407,good,1,0.15
407,manag,1,0.12
407,end,1,0.16
407,aim,1,0.15
407,profess,2,0.33
407,use,1,0.05
407,respect,1,0.14
407,much,1,0.13
407,groundwork,1,0.32
407,ha,4,0.26
407,alreadi,2,0.34
407,done,1,0.17
407,carri,1,0.14
407,analys,1,0.16
407,experi,1,0.11
407,mechan,1,0.13
407,develop,1,0.07
407,better,1,0.15
407,concept,1,0.1
407,cost,1,0.11
407,control,1,0.12
407,mere,1,0.18
407,continu,1,0.14
407,underway,1,0.27
408,hdb,1,0.53
408,data,1,0.13
408,process,2,0.3
408,librari,6,0.56
408,four,1,0.24
408,year,1,0.15
408,sinc,1,0.2
408,first,4,0.65
408,edit,4,1.03
408,thi,2,0.15
408,book,1,0.13
408,wa,2,0.24
408,publish,1,0.19
408,period,1,0.19
408,except,1,0.28
408,advanc,2,0.45
408,usag,1,0.3
408,comput,1,0.15
408,one,1,0.12
408,two,1,0.15
408,exampl,1,0.2
408,avail,1,0.19
408,time,3,0.46
408,illustr,1,0.25
408,kind,2,0.45
408,applic,1,0.17
408,five,1,0.27
408,ten,1,0.31
408,cadr,1,0.53
408,knowledg,2,0.4
408,peopl,1,0.24
408,small,1,0.25
408,virtual,1,0.36
408,everi,1,0.25
408,major,1,0.17
408,ha,2,0.22
408,system,2,0.19
408,depart,1,0.24
408,effort,1,0.21
408,larg,1,0.16
408,experiment,1,0.22
408,development,1,0.43
408,wealth,1,0.39
408,second,1,0.24
408,therefor,2,0.45
408,written,1,0.25
408,context,1,0.25
408,total,1,0.22
408,differ,1,0.15
408,aim,1,0.25
408,ensur,1,0.36
408,practic,1,0.17
408,librarian,1,0.17
408,student,1,0.22
408,school,1,0.22
408,approach,1,0.18
408,world,1,0.22
408,autom,1,0.24
408,capabl,1,0.26
408,limit,1,0.22
408,techniqu,1,0.17
408,analysi,1,0.15
408,analyz,1,0.2
408,evalu,1,0.16
408,altern,1,0.26
408,answer,1,0.25
408,problem,1,0.13
408,chang,1,0.19
408,repres,1,0.2
408,departur,1,0.38
408,purpos,1,0.18
408,simpli,1,0.33
408,updat,1,0.32
408,content,1,0.22
408,reflect,1,0.25
408,experi,1,0.18
408,gain,1,0.3
408,opportun,1,0.32
408,correct,1,0.3
408,error,1,0.34
408,hope,1,0.24
408,minor,1,0.39
408,found,1,0.2
408,use,1,0.08
409,handbook,3,1.63
409,medic,3,1.07
409,librari,4,0.56
409,practic,3,0.76
409,associ,1,0.3
409,ha,1,0.16
409,long,1,0.44
409,awar,1,0.36
409,need,2,0.42
409,third,1,0.41
409,edit,2,0.77
409,chang,1,0.29
409,prolifer,1,0.67
409,demand,1,0.35
409,upon,1,0.34
409,establish,2,0.59
409,develop,1,0.17
409,new,1,0.21
409,one,1,0.19
409,creat,1,0.37
409,up-to-d,1,0.54
409,tool,2,0.71
409,like,1,0.33
409,earlier,1,0.41
409,thi,1,0.11
409,manual,1,0.38
409,survey,1,0.28
409,state,1,0.27
409,art,1,0.45
409,offer,1,0.35
409,advic,1,0.67
409,fledgl,1,0.79
409,librarian,3,0.75
409,start,1,0.46
409,career,1,0.51
409,experienc,1,0.51
409,transfer,1,0.42
409,field,2,0.47
409,health,1,0.45
409,scienc,1,0.2
409,refresh,1,0.79
409,memori,1,0.48
409,adopt,1,0.4
409,procedur,1,0.29
409,unfamiliar,1,0.67
409,specialist,1,0.38
